months_as_customer,policy_deductable,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,injury_claim,property_claim,vehicle_claim,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,property_damage_YES,police_report_available_YES,fraud_reported
-1.164254464707623,-0.22238259044849376,1.3810595634912468,0.9538505081700629,-1.6759029461707264,1.1400563019893057,-0.33686919605084037,-0.33377549927251093,0.1377907791409744,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,N
-0.5558529796490685,-1.0399656435679563,1.0185098455977764,0.9538505081700629,-0.3805468386873412,-0.8238649762007128,1.3788183159336393,-0.06626902607685048,0.9912189915786804,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,N
-0.382023983918053,-1.0399656435679563,0.7313417522168096,-0.3918221390876274,1.0587377251830867,-0.8238649762007128,-0.16468550309182448,1.2152736129535227,0.8005087765088019,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,N
-0.06913179160222496,1.412783515790431,1.1441458864519491,-0.01802418151604676,-0.524475295074384,1.1400563019893057,-0.28562404933684754,-0.2819331595059101,0.5504664945282947,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,N
2.2254109520471808,-0.22238259044849376,-0.9019267788874382,0.9538505081700629,1.2026661815701296,1.1400563019893057,-1.5237067939469142,-0.4478286467590328,0.21142611218184412,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,N
0.11338865391534139,1.412783515790431,0.7744169662239546,0.9538505081700629,0.4830238996349156,1.1400563019893057,-1.5237067939469142,-0.5535870198828986,-0.2552841641419417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,N
1.4431804712576104,1.412783515790431,1.7077132697120962,-1.474056225771061,1.2026661815701296,1.1400563019893057,2.1413460990378526,-0.29852270823122234,0.5165624562936496,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Y
1.816912812079294,1.412783515790431,-0.9019267788874382,-0.1497434618031752,0.4830238996349156,-0.8238649762007128,0.15303440653493106,1.8581186260593734,1.8907355059916071,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Y
0.28721764964635693,-0.22238259044849376,-0.9019267788874382,-0.9507390851708479,-0.8123322078484696,-0.8238649762007128,-0.07244423900663739,1.4019060361132858,0.9912189915786804,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,N
-1.7031243514737713,1.412783515790431,-0.9019267788874382,0.9538505081700629,0.6269523560219584,1.1400563019893057,1.8584728891766122,0.746618861463451,0.32161423644444054,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Y
0.46104664537737255,1.412783515790431,-0.9019267788874382,-0.08566381193376135,-1.1001891206225551,-0.8238649762007128,-1.1875386315031213,-1.3644012138325359,-1.661772000282295,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,N
-0.016983092882920287,-1.0399656435679563,0.21084958296380757,-0.12126361741676904,-0.9562606642355124,-0.8238649762007128,-1.3105269836167042,-1.426612021552457,-1.7889121436622142,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,Y
0.17422880242119684,1.412783515790431,-0.9019267788874382,-1.0254986766851641,1.3465946379571725,-0.8238649762007128,0.0669425600554231,1.6839283644435945,0.4572303893830208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,N
0.3219834487925601,1.412783515790431,-0.9019267788874382,0.9538505081700629,-0.9562606642355124,-0.8238649762007128,1.3665194807222811,1.3894638745693015,1.3519791484192005,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,N
-1.2164031634269277,-0.22238259044849376,1.00774104209599,0.9538505081700629,1.4905230943442151,2.1220169410843153,1.0590486004383242,1.0784098359696965,0.6606546187908912,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N
-0.3298752851987483,1.412783515790431,0.08521354210963465,0.9538505081700629,-0.23661838230029839,1.1400563019893057,0.005448383998631703,0.01253133036838282,0.757069227520663,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Y
-0.42548123285080686,-0.22238259044849376,2.009239767762111,0.9538505081700629,0.6269523560219584,1.1400563019893057,-0.8452210514536492,-0.8480515097571915,-0.7818562579737727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,N
-0.7818306740993888,-0.22238259044849376,0.9431282210852726,-1.3245370427424288,-1.5319744897836836,1.1400563019893057,1.3501210337738034,1.3728743258439893,0.5901977893345194,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
-0.4776299315701116,-1.0399656435679563,-0.9019267788874382,0.9538505081700629,0.7708808124090012,-0.8238649762007128,0.6900835440975759,-0.41464954930840825,0.5652995112559519,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,N
-0.4950128311432131,-0.22238259044849376,1.011330643263252,-0.797659921593915,0.4830238996349156,-0.8238649762007128,0.653187038463501,-0.4333127916243846,-0.04020542159091214,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,Y
-1.2337860630000292,-0.22238259044849376,-0.9019267788874382,0.9538505081700629,-1.244117577009598,-0.8238649762007128,-0.28972366107396696,-0.28608054668723815,0.5419904849696334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,Y
0.7391730385469975,1.412783515790431,-0.9019267788874382,0.9538505081700629,0.6269523560219584,-0.8238649762007128,-1.2715806721140694,-1.3644012138325359,-1.8355301962348511,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,N
1.973358908237208,1.412783515790431,1.4564411880037504,0.9538505081700629,-1.1001891206225551,1.1400563019893057,1.0303513182784882,-0.2425329812832934,0.30095396314520373,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,N
-0.04305744224257262,-1.0399656435679563,0.8390297872346721,0.9538505081700629,-1.1001891206225551,-0.8238649762007128,0.7187808262574118,0.7341766999194668,0.019126645319716713,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Y
-1.086031416628666,-1.0399656435679563,-0.9019267788874382,-1.0290586572334648,1.0587377251830867,-0.8238649762007128,0.11613790090085621,-0.7049666520013731,-0.5259867194216858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,N
-0.7644477745262872,-1.0399656435679563,-0.9019267788874382,0.09589519602957781,-1.5319744897836836,-0.8238649762007128,1.7928791013827015,1.8207921414274209,1.4192574742910742,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Y
-1.4510723076637988,-1.0399656435679563,-0.9019267788874382,-1.445576381384655,0.7708808124090012,1.1400563019893057,-0.34711822539363896,-0.34414396722583107,0.11924950823140289,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,N
-0.8513622723917951,-1.0399656435679563,0.8821050012418171,-1.1892577819069996,1.634451550731258,-0.8238649762007128,-0.35941706060499723,-0.35658612876981527,0.09699998313991708,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,N
0.5653440428159818,1.412783515790431,0.4046880459959601,-0.06786390919225752,0.33909544324787283,-0.8238649762007128,0.7884742257884421,0.804682282002044,-0.21661237053054969,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,N
0.5305782436697788,-0.22238259044849376,-0.9019267788874382,0.9538505081700629,0.7708808124090012,1.1400563019893057,-0.11139055050927195,-1.5344440882669867,0.5456987391515478,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,N
-0.3559496345584007,-1.0399656435679563,0.36520243315607714,0.9538505081700629,-0.09268992591325557,1.1400563019893057,-1.5237067939469142,1.3728743258439893,1.3329081269122125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,N
1.312808724459349,1.412783515790431,-0.9019267788874382,0.9538505081700629,1.0587377251830867,1.1400563019893057,-0.23642870849141445,-0.23216451332997323,0.6521786092322298,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Y
-0.2516522371197913,-0.22238259044849376,-0.9019267788874382,0.9538505081700629,-0.9562606642355124,-0.8238649762007128,-1.3576725185935774,-1.3664749074232,-1.7089198034523485,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,N
-0.10389759074842807,-0.22238259044849376,-0.9019267788874382,-0.4808216527951466,1.0587377251830867,-0.8238649762007128,1.6165957966865663,0.054005202181663506,0.8312343111589491,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,N
1.9646674584506572,1.412783515790431,-0.9019267788874382,0.9538505081700629,1.0587377251830867,1.1400563019893057,1.8297756070167763,0.1618372688961933,1.0240635286184927,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,N
-0.9817340191900567,1.412783515790431,-0.9019267788874382,0.9538505081700629,-1.1001891206225551,-0.8238649762007128,-1.2531324192970321,-1.3975803112831606,-1.7295800767515852,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,N
0.11338865391534139,-0.22238259044849376,-0.9019267788874382,0.9538505081700629,-0.524475295074384,-0.8238649762007128,-1.4355651415988466,-1.4452752638684334,-1.8270541866761898,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,N
0.16553735263464606,-1.0399656435679563,2.2712806529722434,-0.7015404467897942,-0.6684037514614268,1.1400563019893057,1.104144329546638,1.1240310949643053,0.36770253841966116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,N
-0.07782324138877574,-0.22238259044849376,0.8067233767293134,-0.4559017889570412,-0.9562606642355124,-0.8238649762007128,-1.425316112256048,-1.4349067959151132,-1.9202902918214637,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,N
-1.5814440544620605,-0.22238259044849376,1.6646380557049514,0.9538505081700629,-1.244117577009598,-0.8238649762007128,1.710886866640313,0.1017001547669363,0.916524157342978,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,N
2.042890506529614,-1.0399656435679563,0.3939192424941738,-1.0041387933953594,0.051238530473787215,1.1400563019893057,-1.5237067939469142,-0.23423820692063727,0.6479406044528992,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N
-0.9556596698304044,-0.22238259044849376,-0.9019267788874382,0.9538505081700629,1.0587377251830867,-0.8238649762007128,-1.462212617890123,-1.4722332805470657,-1.9139332846524677,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,N
-1.677050002114119,1.412783515790431,1.129787481782901,-0.6766205829516888,1.4905230943442151,-0.8238649762007128,-0.025298704029763995,-0.018574073491577695,0.7014454147919484,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,N
-0.46024703199701,1.412783515790431,2.5010151276770163,-1.1287381125858864,0.051238530473787215,1.1400563019893057,0.8212711196853975,-0.34829135440715914,0.41485034158971446,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,N
-0.43417268263735764,-1.0399656435679563,0.4226360518322705,0.9538505081700629,0.4830238996349156,1.1400563019893057,1.6411934671092827,-1.5344440882669867,0.8534838362504349,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Y
0.35674924793876317,-0.22238259044849376,1.5784876276906614,0.9538505081700629,1.634451550731258,1.1400563019893057,-0.010950062949846002,-0.7692511533119581,-0.2499866581677784,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,N
-0.738373425166635,-0.22238259044849376,-0.9019267788874382,-0.8083398632388172,0.051238530473787215,-0.8238649762007128,-0.36966608994779576,0.8005348948207158,0.07845871223034556,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,N
0.09600575434223983,-1.0399656435679563,-0.9019267788874382,-0.7905399604973135,1.2026661815701296,1.1400563019893057,0.8171715079482781,-0.3503650479978232,0.7130999279351077,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Y
0.7913217372663021,1.412783515790431,1.3379843494841017,0.9538505081700629,0.6269523560219584,1.1400563019893057,-0.17698433830318275,-0.17202739920071625,0.42703460533029003,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,Y
0.4349722960177202,-1.0399656435679563,0.3795608378251255,0.9538505081700629,-0.8123322078484696,1.1400563019893057,1.2886268577170121,-0.11189028507145925,1.2613917962610082,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Y
-0.8426708226052443,-1.0399656435679563,0.6559601277043059,-2.292851751880238,0.051238530473787215,-0.8238649762007128,1.3050253046654898,1.3272530668493805,1.280462817767996,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,Y
2.3818570482050947,-1.0399656435679563,1.2374755168007634,0.9538505081700629,0.7708808124090012,1.1400563019893057,-1.5237067939469142,-0.7526616045866459,-0.41156059037975873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N
-0.6601503770876779,-0.22238259044849376,0.6523705265370439,-1.4028566148050456,-0.524475295074384,-0.8238649762007128,1.0303513182784882,-0.2425329812832934,0.6309885853355767,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
1.1650540780879857,-0.22238259044849376,-0.9019267788874382,-0.8795394742048326,0.19516698686083,-0.8238649762007128,-1.3474234892507788,-1.3561064394698799,-1.872612738053994,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,N
0.5827269423890834,-1.0399656435679563,1.1154290771138526,-0.8261397659803211,0.051238530473787215,0.15809566289429652,1.0221520948042493,-0.24668036846462146,0.6225125757769154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Y
0.15684590284809527,1.412783515790431,0.45494246233762925,-0.8368197076252234,-0.6684037514614268,-0.8238649762007128,-0.12778899745774966,-0.12225875302477941,0.5160327056962333,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Y
-0.04305744224257262,-0.22238259044849376,-0.9019267788874382,0.9538505081700629,-0.23661838230029839,-0.8238649762007128,-0.9067152275104406,-1.5344440882669867,-0.5741940237865717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,N
0.09600575434223983,-1.0399656435679563,-0.9019267788874382,-0.5733811470509665,-0.6684037514614268,1.1400563019893057,0.4277083929219326,-0.5473659391109065,0.2601631671441464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,N
-0.10389759074842807,-0.22238259044849376,-0.9019267788874382,0.9538505081700629,0.914809268796044,1.1400563019893057,0.431808004659052,-0.5452922455202425,-0.4931421823818734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,N
-0.7296819753800842,-0.22238259044849376,1.908730935078773,0.9538505081700629,1.4905230943442151,1.1400563019893057,0.8089722844740392,-0.35451243517915126,-0.20071985260805983,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
